title,main_artist
Минус заело в петлю,Триагрутрика
Папа дома,Триагрутрика
Мой хип-хоп,Триагрутрика
Тебе понравится,Триагрутрика
Тот самый диск,Триагрутрика
Outro,Триагрутрика
Харьков — Челябинск,Vendetta
Без меня,PHARAOH
Флешгроб,PHARAOH
Пэрис Хилтон хоум видео,PHARAOH
Лантана,PHARAOH
Сфагнум,PHARAOH
Надеюсь у тебя нет аллергии на клубнику,PHARAOH
Выродок,PHARAOH
"Я помню, как мы сожгли письма у канала",PHARAOH
Мой мрак,PHARAOH
"Конечно оригинал, заказывал из штатов",PHARAOH
Вспоминая о светлом,PHARAOH
Позволив молодости жить,PHARAOH
Чёрный плащ,PHARAOH
Phlow.iso,PHARAOH
Digital капотня,PHARAOH
Клуб 18. Начало,PHARAOH
Cold Siemens,PHARAOH
Пекло,PHARAOH
Невыносимая боль,PHARAOH
В ванной,PHARAOH
Новая эра,PHARAOH
Клуб 18. До тла,PHARAOH
Кровь на микро,Thomas Mraz
Бог простит,Thomas Mraz
Камбэк,Thomas Mraz
План,Thomas Mraz
Лифт,Thomas Mraz
Азарт,Thomas Mraz
Токсичность,Thomas Mraz
Краш-тест,Thomas Mraz
Моменты,Thomas Mraz
Aurora,Thomas Mraz
Hydro,Thomas Mraz
Neon Clouds,Thomas Mraz
POP MMA+,Thomas Mraz
Часики,Thomas Mraz
Точки,Thomas Mraz
Суббота,Thomas Mraz
АйскриМ,Thomas Mraz
Эльдорадо,Thomas Mraz
Бьётся,Thomas Mraz
Ямайка,Олег Газманов
Мой храм,Олег Газманов
Генералисимус Суворов,Олег Газманов
Раненый зверь,Олег Газманов
Родники,Олег Газманов
Вот и лето прошло,Олег Газманов
Камень на дороге,Олег Газманов
Мои ясные дни,Олег Газманов
Парень с девушкой,Олег Газманов
Смуглянка,Олег Газманов
Шаланды,Олег Газманов
Мой храм,Олег Газманов
Питер,Олег Газманов
Ламбада,Олег Газманов
Моя девчонка,Олег Газманов
Маугли,Олег Газманов
Трубочист,Олег Газманов
Светлячок,Олег Газманов
Ямайка,Олег Газманов
Люси,Олег Газманов
Пианино,Олег Газманов
Звездочка в стакане,Олег Газманов
Русский мир,Олег Газманов
Осень - женщина с прошлым,Ирина Аллегрова
Девятое марта,Ирина Аллегрова
Мой генерал,Ирина Аллегрова
Ты не такой,Ирина Аллегрова
Люблю мужчин,Ирина Аллегрова
Один на миллион,Ирина Аллегрова
Старый знакомый,Ирина Аллегрова
Мой генерал,Ирина Аллегрова
Лебединая,Ирина Аллегрова
Часовщик,Ирина Аллегрова
Диалог,Ирина Аллегрова
Люблю мужчин,Ирина Аллегрова
Заветный край (Край любви),Шура
Are You Ready (Вы готовы?),Шура
День за окном,Шура
Вечность,Шура
Нам хорошо,Шура
Мы разные,Шура
I Know (Я знаю),Шура
Три пути,Шура
Хороводная,Шура
Порушка - Пораня,Шура
Never (Никогда),Шура
Нам хорошо,Шура
Зимушка зима,Шура
Порушка - Пораня,Шура
Never (Никогда),Шура
Are You Ready (Вы готовы?),Шура
Зимушка-зима,Шура
I Know (Я знаю),Шура
Нам хорошо,Шура
Луна-2,Шура
Целовал (Он не я),Шура
Что случилось с нами?,Шура
Старый художник,Шура
Сделай шаг,Шура
Беспризорник,Шура
Артист,Шура
А просто осень пришла,Шура
Вот и кончилась любовь,Шура
Рябина,Шура
Твой мир,Шура
День за окном,Шура
Вечность,Шура
Мы разные,Шура
Три пути,Шура
Хороводная,Шура
Ла-ла-лей,Шура
Нам хорошо,Шура
Отшумели летние дожди,Шура
Разлюби (Разлюби - это легко),Шура
Ты нашёл любовь,Шура
Set for You,Шура
Should Be Mine,Шура
Ангел (Приди ко мне),Шура
Siesta,Шура
Отшумели летние дожди,Шура
Не твоя girlfriend,Ева Польна
Донская Амазонка,Julia Parshoota
Одинокий мужчина,Шура
Вступление,Майк Науменко
Песня простого человека,Майк Науменко
Буги-вуги каждый день,Майк Науменко
Салоны,Майк Науменко
Около семи утра,Виктор Цой
Последний герой,Виктор Цой
Сидя на белой полосе,Майк Науменко
Гопники,Майк Науменко
Хождения,Майк Науменко
Пора,Виктор Цой
Весна,Виктор Цой
Лето,Майк Науменко
Мария,Майк Науменко
Ром и пепси-кола,Майк Науменко
Сельва,Виктор Цой
Пригородный блюз,Майк Науменко
Группа крови remix  DJ Vini,Виктор Цой
Дальше действовать будем мы remix   DJ Vini,Виктор Цой
Спокойная ночь remix DJ Karas & DJ Mar Dee,Виктор Цой
Последний герой remix DJ Max Korovaev,Виктор Цой
"Мама, мы все сошли с ума DJ Hitretz",Виктор Цой
В наших глазах remix  DJ Karas & DJ MarDee,Виктор Цой
Печаль remix Dj Hitretz,Виктор Цой
Война remix NoName Project,"Виктор Цой, NoName Project"
Спокойная ночь remix NoName Project,"Виктор Цой, NoName Project"
Троллейбус Remix DJ Rise & DJ Scream,"Виктор Цой, DJ.Rise, DJ.Scream"
Хотим Танцевать remix Karas & DJ MarDee,Виктор Цой
Последний герой remix DJ Vini,Виктор Цой
Спокойная ночь,"Виктор Цой, Kuzmin Zakhar"
Печаль Remix DJ Shevtcov & DJ Gallin,Виктор Цой
Война remix Dj Max Korovaev,Виктор Цой
Вступление,Виктор Цой
Песня простого человека,Майк Науменко
Весна,Виктор Цой
Лето,Майк Науменко
Последний герой,Виктор Цой
Гопники,Майк Науменко
Хождения,Майк Науменко
"Отель под названием ""Брак""",Майк Науменко
Буги-вуги каждый день,Майк Науменко
Саша,Виктор Цой
Жизнь в зоопарке,Майк Науменко
Когда я знал тебя совсем другой,Майк Науменко
Солнечные дни,Виктор Цой
Песня гуру,Майк Науменко
Женщина (Лицо в городских воротах),Майк Науменко
Всё в порядке (Старые раны),Майк Науменко
QUMALAQ,SABINA
Перекати-поле,КИНО
Утро вдвоем,Зоопарк
Седьмое небо,Зоопарк
Звезда рок-н-ролла,Зоопарк
Стишок,КИНО
Последняя любовь,Андрей Губин
Последняя любовь,Андрей Губин
Осень пришла,Андрей Губин
Ты уходишь одна,Андрей Губин
Золотая осень,Андрей Губин
За тобой,Андрей Губин
Дай мне слово,Андрей Губин
Интродукция,Андрей Губин
Белый февраль,Андрей Губин
Было и прошло,Андрей Губин
Облака,Андрей Губин
"Разреши, я тебе напишу",Александр Розенбаум
Голуби,Александр Розенбаум
Очень личное о войне,Александр Розенбаум
Перья алые бинтов,Александр Розенбаум
"Там, куда спешу",Александр Розенбаум
Рубашка нараспашку,Александр Розенбаум
Охота на волков,Александр Розенбаум
Покажите мне Москву,Александр Розенбаум
Вальс на плоскости,Александр Розенбаум
Воскресение,Александр Розенбаум
Если я сумею,Александр Розенбаум
Почти,Александр Розенбаум
С самой красивой из женщин,Александр Розенбаум
Странная жизнь,Александр Розенбаум
"Разреши, я тебе напишу",Александр Розенбаум
Покажите мне Москву,Александр Розенбаум
Глухари,Александр Розенбаум
Самоубийство,Александр Розенбаум
Воскресение,Александр Розенбаум
Камикадзе,Григорий Лепс
Перевал любви,Григорий Лепс
Четвертиночка,Григорий Лепс
Ты мой ангел,Григорий Лепс
"Ша, братва!",Григорий Лепс
Последний рейс,Григорий Лепс
Я хотел бы проснуться утром,Александр Розенбаум
"Ах, какая вокруг красота",Александр Розенбаум
Хороший кусок мяса,Александр Розенбаум
Как рождается песня,Александр Розенбаум
Кино,Александр Розенбаум
Молодой рекой,Александр Розенбаум
Удивительное слово,Александр Розенбаум
Скучаю по школе,Александр Розенбаум
По холодным дождям,Александр Розенбаум
"Пишу, стираю",Александр Розенбаум
Количество прожитых лет,Александр Розенбаум
Устав от бесконечной боли,Александр Розенбаум
Дорогой мой хозяин,Александр Розенбаум
Как часто ночью,Александр Розенбаум
Огонь любви,Александр Розенбаум
"Конечно, я служил неидеально",Александр Розенбаум
Еле заметная ниточка,Александр Розенбаум
Достигнув высоты,Александр Розенбаум
"Вставай, сынок",Александр Розенбаум
Христианин ты,Александр Розенбаум
Неформат,Александр Розенбаум
Небесная канцелярия,Александр Розенбаум
Майдан,Александр Розенбаум
Фраер,Александр Розенбаум
Скорая помощь,Александр Розенбаум
"Ах, эти ночи!",Александр Розенбаум
"Лихо, моё лихо!",Александр Розенбаум
Встану рано поутру,Александр Розенбаум
Одесское попурри,Александр Розенбаум
Мы всё поймём,Александр Розенбаум
Я срок переходил,Александр Розенбаум
Сватовство Сэмена,Александр Розенбаум
"Ша, братва",Александр Розенбаум
Налётчики,Александр Розенбаум
Сон в руку,Александр Розенбаум
Реквием,Александр Розенбаум
Воспоминание о будущем,Александр Розенбаум
Мой двор,Александр Розенбаум
Подзаборная струна,Александр Розенбаум
Ленинград-Мга,Александр Розенбаум
Под одним небом,Александр Розенбаум
Стоп—тайм,Александр Розенбаум
Гулливерность,Александр Розенбаум
Из Сезанна,Александр Розенбаум
Не о чем жалеть,Александр Розенбаум
В стиле ню,Александр Розенбаум
Когда я был молодым,Александр Розенбаум
Алтай,Александр Розенбаум
Уходящая натура,Александр Розенбаум
Матросская лирическая,Александр Розенбаум
Чувства,Александр Розенбаум
Ты спи,Александр Розенбаум
Я не верю всем тем...,Александр Розенбаум
Искрами костра,Александр Розенбаум
Транссибирская магистраль,Александр Розенбаум
Стрелка,Александр Розенбаум
Утро осеннее,Александр Розенбаум
"Ты - не Санкт..., Петербург",Александр Розенбаум
"Мотл, Мотэле, Матвей",Александр Розенбаум
Зелёный омут,Стас Пьеха
Зима,Стас Пьеха feat. Андрей Кочнев
Зелёный омут,Стас Пьеха
Уличная фея,Стас Пьеха
"О, боже!",Стас Пьеха
Вверх вниз,Стас Пьеха
Вдоль по небу,Стас Пьеха
Обещал,Стас Пьеха
Незнакомая,Стас Пьеха
Колыбельная,Стас Пьеха
Полосы,Стас Пьеха
Косы,Елена Ваенга
Снег,Елена Ваенга
Белая птица,Елена Ваенга
Радуга,Елена Ваенга
Жаль,Елена Ваенга
Ягода,Елена Ваенга
Тополя,Елена Ваенга
Пашка,Елена Ваенга
Соломон,Елена Ваенга
Принцесса,Елена Ваенга
Невеста,Елена Ваенга
22 июль,Елена Ваенга
Дым,Елена Ваенга
Номерок,Елена Ваенга
Север,Елена Ваенга
Каюсь,Елена Ваенга
Аэропорт,Елена Ваенга
Аэропорт,Елена Ваенга
Больно,Елена Ваенга
Жаль,Елена Ваенга
Невеста,Елена Ваенга
Номерок,Елена Ваенга
Полынь-трава,Елена Ваенга
Радуга,Елена Ваенга
Соломон,Елена Ваенга
Тополя,Елена Ваенга
Ягода,Елена Ваенга
22 июль,Елена Ваенга
Дым,Елена Ваенга
Номерок,Елена Ваенга
Север,Елена Ваенга
Каюсь,Елена Ваенга
Семь коней,Елена Ваенга
Легким пухом,Елена Ваенга
Бублички,Елена Ваенга
Ивушки,Елена Ваенга
Шут,Елена Ваенга
Мама,Елена Ваенга
Любовь,Елена Ваенга
"Отойди, не гляди",Елена Ваенга
Дочь короля,Елена Ваенга
"Ты едешь, бледная",Елена Ваенга
Реснички,Елена Ваенга
22 июль,Елена Ваенга
Бережок,Елена Ваенга
Купец,Елена Ваенга
Матросик,Елена Ваенга
"Эх, раз!",Елена Ваенга
Гитара,Елена Ваенга
Саночки,Елена Ваенга
Я не умела петь романсы,Елена Ваенга
Невеста,Елена Ваенга
Больно,Елена Ваенга
Ласточка,Елена Ваенга
Всё уже когда-то было,Надежда Кадышева
Моя любовь,Надежда Кадышева
Вхожу в любовь,Надежда Кадышева
Ветреный день,Надежда Кадышева
Зимним вечером,Надежда Кадышева
"Не судите, люди",Надежда Кадышева
В твоих глазах не я,Надежда Кадышева
От меня к тебе,Надежда Кадышева
Ивушка плакучая,Надежда Кадышева
Тучи-скитальцы,Надежда Кадышева
Через реченьку мосток,Надежда Кадышева
"Всё, чего ты ждёшь",Надежда Кадышева
Ничего не получится,Надежда Кадышева
Старенькая церквушка,Надежда Кадышева
Пойдёшь и не воротишся,Надежда Кадышева
"Не ходи ты, грусть",Надежда Кадышева
Когда-нибудь,Надежда Кадышева
В сказку пусти меня,Надежда Кадышева
"Подари мне, море",Надежда Кадышева
Новый год,Надежда Кадышева
Зори-зороньки,Надежда Кадышева
Утешь меня,Надежда Кадышева
Журавлиная песня,Надежда Кадышева
Очаровательные глазки,Надежда Кадышева
На горе колхоз,Надежда Кадышева
Край ты мой любимый,Надежда Кадышева
Яблоневый вечер,Надежда Кадышева
Два дубка,Надежда Кадышева
С ярмарки ехал ухарь-купец,Надежда Кадышева
Хас-Булат удалой,Надежда Кадышева
На тот большак,Надежда Кадышева
Очи чёрные,Надежда Кадышева
Шумел камыш,Надежда Кадышева
Цыганочка,Надежда Кадышева
Цвите тэрэн,Надежда Кадышева
Страдания,Надежда Кадышева
Течёт ручей,Надежда Кадышева
Огней так много золотых,Надежда Кадышева
Когда б имел златые горы,Надежда Кадышева
Как хотела меня мать,Надежда Кадышева
Околица,Надежда Кадышева
Зачем солнце рано пало,Надежда Кадышева
"Ой, то не вечер",Надежда Кадышева
По муромской дорожке,Надежда Кадышева
Волга-речка,Надежда Кадышева
Будь счастлив,Надежда Кадышева
Тонкая рябина,Надежда Кадышева
По дону гуляет,Надежда Кадышева
На улице дождик,Надежда Кадышева
Выйду на улицу,Надежда Кадышева
Купавы,Надежда Кадышева
Фонарики,Надежда Кадышева
Белым снегом,Надежда Кадышева
Бирюзовые колечки,Надежда Кадышева
Оттепель,Надежда Кадышева
"Подари, берёзка",Надежда Кадышева
Не клони ты головы,Надежда Кадышева
"Над Печорой, над рекой",Надежда Кадышева
"Ой вы, гуси-лебеди",Надежда Кадышева
Не вернуть обратно,Надежда Кадышева
Пыль свиданий,Надежда Кадышева
"Жду, всё ожидаю",Надежда Кадышева
Короткое лето,Надежда Кадышева
Птицы улетели,Надежда Кадышева
Снежные слова,Надежда Кадышева
Уходит лето,Надежда Кадышева
Облачко,Надежда Кадышева
С Днём рождения!,Надежда Кадышева
Мимо этой хаты,Надежда Кадышева
Сронила колечко,Надежда Кадышева
На лугу берёзонька,Надежда Кадышева
Нанэ цоха,Надежда Кадышева
Коробейники,Надежда Кадышева
Едут новосёлы,Надежда Кадышева
Оренбургский платок,Надежда Кадышева
Терем-теремок,Надежда Кадышева
Синий иней,Надежда Кадышева
Лучше нету того цвету,Надежда Кадышева
Верить хочется,Надежда Кадышева
Миллион алых роз,Надежда Кадышева
Ландыши,Надежда Кадышева
Мы гуляли с тобой у речки,Надежда Кадышева
Радостный мир,Надежда Кадышева
Где-то на белом свете,Надежда Кадышева
"Гори, гори, моя звезда",Надежда Кадышева
Две гитары,Надежда Кадышева
Хорошо на свете жить,Надежда Кадышева
Когда б имел златые горы,Надежда Кадышева
Как хотела меня мать,Надежда Кадышева
Околица,Надежда Кадышева
"Распрягайте, хлопцы, коней",Надежда Кадышева
Зачем солнце рано пало,Надежда Кадышева
"Ой, то не вечер",Надежда Кадышева
По Муромской дорожке,Надежда Кадышева
Волга-речка,Надежда Кадышева
Будь счастлив,Надежда Кадышева
Тонкая рябина,Надежда Кадышева
По Дону гуляет,Надежда Кадышева
На улице дождик,Надежда Кадышева
Выйду на улицу,Надежда Кадышева
Купавы,Надежда Кадышева
Фонарики,Надежда Кадышева
Белым снегом,Надежда Кадышева
Бирюзовые колечки,Надежда Кадышева
Оттепель,Надежда Кадышева
Ты пригласил меня в кафе,Надежда Кадышева
Подмосковные вечера,Надежда Кадышева
Под окном черёмуха колышется,Надежда Кадышева
Страдания,Надежда Кадышева
"Куда бежишь, тропинка милая",Надежда Кадышева
"Ой, мороз, мороз",Надежда Кадышева
Уральская рябинушка,Надежда Кадышева
"При долине, при лужку",Надежда Кадышева
Мой костёр,Надежда Кадышева
Колокольчик,Надежда Кадышева
Рассеюшка моя,Надежда Кадышева
Хризантемы,Надежда Кадышева
Вечер поздно из лесочка,Надежда Кадышева
Всё как прежде,Надежда Кадышева
Белый ветер,Надежда Кадышева
Чёрное море,Надежда Кадышева
Голубая ночь,Надежда Кадышева
Всё вернётся,Надежда Кадышева
Ты рядом,Надежда Кадышева
"Ой, при лужку, при лужке",Надежда Кадышева
Гадай-не гадай,Надежда Кадышева
364 дня,Надежда Кадышева
Голубка белая,Надежда Кадышева
Матушка Россия,Надежда Кадышева
Пускай вам светит солнце,Надежда Кадышева
Зима,Надежда Кадышева
"Во саду ли, в огороде",Надежда Кадышева
"Ах, Самара-городок",Надежда Кадышева
На нашей планете,Надежда Кадышева
А мне не надо от тебя,Иосиф Кобзон
Аист,Иосиф Кобзон
Баллада о красках,Иосиф Кобзон
Белый голубь,Иосиф Кобзон
Белый свет,Иосиф Кобзон
Берегите друзей,Иосиф Кобзон
Берёзовые сны,Иосиф Кобзон
Бирюсинка,Иосиф Кобзон
Был пацан,Иосиф Кобзон
В городском саду играет,Иосиф Кобзон
В тихий вечер под ольхой,Иосиф Кобзон
Ваня,Иосиф Кобзон
Ветераны,Иосиф Кобзон
"Возвращение домой, возвращение",Иосиф Кобзон
Воспоминание,Иосиф Кобзон
Всегда и снова,Иосиф Кобзон
Всё тебе к лицу идёт,Иосиф Кобзон
Встречай меня,Иосиф Кобзон
Гармоника,Иосиф Кобзон
Гастрольное танго,Иосиф Кобзон
"Где вы, девушки несмелые?",Иосиф Кобзон
Гляжу в озёра синие,Иосиф Кобзон
Город спит,Иосиф Кобзон
"Гори, гори, моя звезда",Иосиф Кобзон
Даль великая,Иосиф Кобзон
Детства последний звонок,Иосиф Кобзон
Доброта,Иосиф Кобзон
Доверчивая песня,Иосиф Кобзон
Довоенный вальс,Иосиф Кобзон
Дороги,Иосиф Кобзон
Доченька,Иосиф Кобзон
Ещё спою я много песен,Иосиф Кобзон
"Женщине, которую люблю",Иосиф Кобзон
"Женщины, которых я любил",Иосиф Кобзон
За того парня,Иосиф Кобзон
Замани меня степь,Иосиф Кобзон
Зимняя любовь,Иосиф Кобзон
И пока на Земле существует Любовь,Иосиф Кобзон
Как любимую сделать счастливой,Иосиф Кобзон
Как служил солдат,Иосиф Кобзон
Классические розы,Иосиф Кобзон
Кружечка,Иосиф Кобзон
Любимые женщины,Иосиф Кобзон
Мама,Иосиф Кобзон
Марш - воспоминание,Иосиф Кобзон
Мелодия,Иосиф Кобзон
Моим друзьям,Иосиф Кобзон
Московские окна,Иосиф Кобзон
На лодке,Иосиф Кобзон
Нам ещё не время уставать,Иосиф Кобзон
Начни сначала,Иосиф Кобзон
Наша биография,Иосиф Кобзон
Наша любовь,Иосиф Кобзон
Наше танго,Иосиф Кобзон
Нашей юности оркестр,Иосиф Кобзон
Не дай нам Бог,Иосиф Кобзон
"Не жалею, не зову, не плачу",Иосиф Кобзон
Не отдам тебя другому,Иосиф Кобзон
Не расстанусь с комсомолом,Иосиф Кобзон
Невестушка,Иосиф Кобзон
Нежность,Иосиф Кобзон
Некрасивых женщин не бывает,Иосиф Кобзон
Никуда нам не деться от прошлого,Иосиф Кобзон
Облака,Иосиф Кобзон
"Ой, ты, рожь",Иосиф Кобзон
Отговорила роща золотая,Иосиф Кобзон
Отчий дом,Иосиф Кобзон
Память,Иосиф Кобзон
Песня о солдате,Иосиф Кобзон
Песня остаётся с человеком,Иосиф Кобзон
Письмо отцу,Иосиф Кобзон
Подмосковные вечера,Иосиф Кобзон
"Поёт зима, аукает",Иосиф Кобзон
Позвольте надеяться,Иосиф Кобзон
Поздняя любовь,Иосиф Кобзон
"Пока я помню, я живу",Иосиф Кобзон
Покуда слышен голос мой,Иосиф Кобзон
Радовать,Иосиф Кобзон
Радуга-дуга,Иосиф Кобзон
С первого взгляда,Иосиф Кобзон
Самовары - самопалы,Иосиф Кобзон
Седьмой этаж,Иосиф Кобзон
Серенада,Иосиф Кобзон
Старинный сад,Иосиф Кобзон
Судьба,Иосиф Кобзон
Такие дела,Иосиф Кобзон
"Там, за облаками",Иосиф Кобзон
Танцующий дождь (Наша пластинка),Иосиф Кобзон
Твои слова,Иосиф Кобзон
Тёмная ночь,Иосиф Кобзон
Тётя Циля,Иосиф Кобзон
Только  глаза,Иосиф Кобзон
Три года ты мне снилась,Иосиф Кобзон
Тум-балалайка,Иосиф Кобзон
Ты ж мене пидманула,Иосиф Кобзон
Хава-нагила,Иосиф Кобзон
Холмы,Иосиф Кобзон
Чёрноглазая казачка,Иосиф Кобзон
Что так сердце растревожено,Иосиф Кобзон
Чудо-соловей,Иосиф Кобзон
"Эх, молодость",Иосиф Кобзон
"Я люблю тебя, жизнь",Иосиф Кобзон
Я артист,Иосиф Кобзон
Я не верю,Иосиф Кобзон
Белый свет,Иосиф Кобзон
Гляжу в озера синие,Иосиф Кобзон
Всегда и снова,Иосиф Кобзон
"Там, за облаками",Иосиф Кобзон
Детства последний звонок,Иосиф Кобзон
Такие дела,Иосиф Кобзон
Самовары - самопалы,Иосиф Кобзон
Седьмой этаж,Иосиф Кобзон
Классические розы,Иосиф Кобзон
Доброта,Иосиф Кобзон
А свадьба твоя продолжается,Иосиф Кобзон
Доченька,Иосиф Кобзон
Судьба,Иосиф Кобзон
Довоенный вальс,Иосиф Кобзон
Ветераны,Иосиф Кобзон
Моим друзьям,Иосиф Кобзон
"Пока я помню, я живу",Иосиф Кобзон
Баллада о красках,Иосиф Кобзон
Был пацан,Иосиф Кобзон
В городском саду играет,Иосиф Кобзон
Ветераны,Иосиф Кобзон
Довоенный вальс,Иосиф Кобзон
Дороги,Иосиф Кобзон
За того парня!,Иосиф Кобзон
Как служил солдат,Иосиф Кобзон
Бирюсинка,Иосиф Кобзон
Там за облаками,Иосиф Кобзон
Московские бульвары,Иосиф Кобзон
Днём и ночью,Иосиф Кобзон
У деревни Крюково,Иосиф Кобзон
"Ты ждёшь, Лизавета",Иосиф Кобзон
Рио-Рита,Иосиф Кобзон
Нашей юности оркестр,Иосиф Кобзон
Спят курганы тёмные,Иосиф Кобзон
Колокольчики во ржи,Иосиф Кобзон
Дивлюсь я небо,Иосиф Кобзон
Айдише мама,Иосиф Кобзон
Ныне отпущаюши,Иосиф Кобзон
Утомлённое солнце,Иосиф Кобзон
Счастье моё,Иосиф Кобзон
Люблю,Иосиф Кобзон
"Если любишь, найди",Иосиф Кобзон
Дорогой длинною,Иосиф Кобзон
Очи чёрные,Иосиф Кобзон
Клён ты мой опавший,Иосиф Кобзон
Ольховая серёжка,Иосиф Кобзон
Три года ты мне снилась,Иосиф Кобзон
Ты сама догадайся по голосу,Иосиф Кобзон
Утро,Иосиф Кобзон
Друзей теряют только раз,Иосиф Кобзон
Что так сердце растревожено,Иосиф Кобзон
Детства последний звонок,Иосиф Кобзон
А годы летят,Иосиф Кобзон
Наша любовь,Иосиф Кобзон
"Женщине, которую люблю",Иосиф Кобзон
С чего начинается Родина?,Иосиф Кобзон
Нашей юности оркестр,Иосиф Кобзон
Наша биография,Иосиф Кобзон
"Где вы, девушки несмелые?",Иосиф Кобзон
Город спит,Иосиф Кобзон
Три года ты мне снилась,Иосиф Кобзон
Мелодия,Иосиф Кобзон
Зимняя любовь,Иосиф Кобзон
С первого взгляда,Иосиф Кобзон
Тум-балалайка,Иосиф Кобзон
Позвольте надеяться,Иосиф Кобзон
Как любимую сделать счастливой,Иосиф Кобзон
Березовые сны,Иосиф Кобзон
Письмо отцу,Иосиф Кобзон
Никуда нам не деться от прошлого,Иосиф Кобзон
И пока на Земле существует Любовь,Иосиф Кобзон
Грузинская песня,Иосиф Кобзон
Москва слезам не верит,Иосиф Кобзон
Еще цветет черешня,Иосиф Кобзон
Осколки лета,Иосиф Кобзон
Осенняя мелодия,Иосиф Кобзон
Сыну,Иосиф Кобзон
Не исчезай,Иосиф Кобзон
Отпусти меня в край васильковый,Иосиф Кобзон
"Люби меня, как я тебя",Иосиф Кобзон
Ваня,Иосиф Кобзон
Оттепель,Иосиф Кобзон
Надежда,Иосиф Кобзон
Три года ты мне снилась,Иосиф Кобзон
Зибейда,Иосиф Кобзон
Песня о Баку,Иосиф Кобзон
Не покидает нас весна,Иосиф Кобзон
Пiсня про рушник,Таисия Повалий
Місяць на небі,Таисия Повалий
"Розпрягайте, хлопцi, коней",Таисия Повалий
Чорнобривці,Таисия Повалий
Іванко,Таисия Повалий
Очі волошкові,Таисия Повалий
Два кольори,Таисия Повалий
Ясени,Таисия Повалий
Пiсня про маму,Таисия Повалий
Річка-річенька,Таисия Повалий
Душі криниця,Таисия Повалий
"Гай, зелений гай",Таисия Повалий
Думи мої,Таисия Повалий
Одна-єдина,Таисия Повалий
Песенка военных корреспондентов,Иосиф Кобзон
Письмо отца,Иосиф Кобзон
Ленинградская баллада,Иосиф Кобзон
Журавли,Иосиф Кобзон
Мой товарищ,Иосиф Кобзон
"Вспоминайте, люди",Иосиф Кобзон
Берёзовые сны,Иосиф Кобзон
Минута молчания,Иосиф Кобзон
Снежная песня,Иосиф Кобзон
Моему другу,Иосиф Кобзон
Марш-воспоминание,Иосиф Кобзон
Нашей юности оркестр,Иосиф Кобзон
Песня о солдате,Иосиф Кобзон
Тёмная ночь,Иосиф Кобзон
Песня командира,Иосиф Кобзон
Это мы!,Иосиф Кобзон
Горячий снег,Иосиф Кобзон
"С днем рождения, Победа!",Иосиф Кобзон
Всё повторяется,Иосиф Кобзон
Малиновый звон,Иосиф Кобзон
Севастополь,Иосиф Кобзон
Баллада о неизвестном солдате,Иосиф Кобзон
Черноморская сторона,Иосиф Кобзон
Отечество,Иосиф Кобзон
Равнодушие,Иосиф Кобзон
Женщины России,Иосиф Кобзон
Дикие розы,Иосиф Кобзон
На пароходе,Иосиф Кобзон
У размытой дороги,Иосиф Кобзон
Последние листья,Иосиф Кобзон
Бабочка белая,Иосиф Кобзон
Семья,Иосиф Кобзон
Вот и лето отошло,Иосиф Кобзон
Что ещё пожелать,Иосиф Кобзон
Intro,Елена Темникова
Outro,Елена Темникова
Импульсы,Елена Темникова
Импульсы,Елена Темникова
Импульсы,Елена Темникова
Outro,Елена Темникова
Intro,Елена Темникова
Влетим (Intro),Елена Темникова
Paris (Intro),Елена Темникова
Зачем (Intro),Елена Темникова
По кольцу (Intro),Елена Темникова
В м9се (Intro),Елена Темникова
Настроение ++ (Intro),Елена Темникова
Бабочки и трип (Intro),Елена Темникова
Хочешь (Intro),Елена Темникова
Ева (Intro),Елена Темникова
Стиль (Intro),Елена Темникова
Intro,Dabro
Вдохновение (скит),Dabro
Наша сила в наших близких (скит),Dabro
Что такое любовь (скит),Dabro
Про музыку (скит),Dabro
О юности (скит),Dabro
О важном (скит),Dabro
Будь первым,MBAND
Ниточка,MBAND
Rudolph the Red Nosed Reindeer,MBAND
Christmas in New Orleans,MBAND
Merry Christmas Baby,MBAND
Joy to the World,MBAND
Santa Got the Blues,MBAND
I'm Dreaming of a White Christmas,MBAND
Santa Claus Is Coming to Town,MBAND
Es Kommt Ein Schiff Geladen,MBAND
Frosty the Snowman,MBAND
The Christmas Song,MBAND
Oh Christmas Tree,MBAND
O Come All Ye Faithful,MBAND
Morgen Kommt Der Weihnachtsmann,MBAND
I'll Be Home for Chrsitmas,MBAND
Пальма де Майорка,Баста
Я люблю тебя до слёз,Мари Краймбрери
Понарошку,MIA BOYKA
Мой друг,Amirchik
Навсегда,Владимир Пресняков
Свадебные цветы,Купание обезьяны в тёплой воде
"Папа, мама",Анет Сай
Мадонна,Баста
Бабочка и мотылёк,Владимир Пресняков
Я в облака,Владимир Пресняков
Два сердечка,Владимир Пресняков
Я всё помню,Владимир Пресняков
Сердце пленных не берёт,Владимир Пресняков
Я помню,Владимир Пресняков
Первый снег,Владимир Пресняков
Ты не птица,Владимир Пресняков
"Папа, ты сам был таким",Владимир Пресняков
Туман,Владимир Пресняков
Птица,Владимир Пресняков
"День, в который ты ушла",Владимир Пресняков
Христос,Владимир Пресняков
Ночной звонок,Владимир Пресняков
Кто сказал,Владимир Пресняков
На крылечке твоём,Владимир Пресняков
Рыжий кот,Владимир Пресняков
Дождёмся завтрашнего дня,Владимир Пресняков
